"Field1","Field2","Field3","Field4","Field5","Field6","Field7","Field8","Field9","Field10","Field11","Field12","Field13","Field14","Field15","Field16","Field17","Field18","Field19","Field20","Field21","Field22","Field23","Field24","Field25","Field26","Field27","Field28","Field29","Field30","Field31","Field32","Field33","Field34","Field35","Field36","Field37","Field38","Field39","Field40","Field41","Field42","Field43","Field44","Field45","Field46","Field47","Field48","Field49","Field50","Field51","Field52","Field53","Field54"
"2001","永和區","16413","...","...","780","...","4574","...","...","...","284","...","80","0","3199","7263","231","2","15923","...","...","1182","...","3716","...","...","...","204","...","251","0","3008","7556","4","2","6879","6879","1733","924","809","7.58","939","566","373","4.1100000000000003","3.47","101.83","99.68","2.14","1644","7.19","594","2.6"
"2001","新莊區","19392","...","...","260","...","3614","...","...","...","323","...","50","0","7467","7404","272","2","17988","...","...","561","...","2588","...","...","...","230","...","167","0","7234","7198","7","3","17170","17170","4151","2122","2029","11.09","1146","728","418","3.06","8.0299999999999994","97.66","93.91","3.75","2734","7.3","988","2.64"
"2001","新店區","19145","...","...","815","...","8747","...","...","...","307","...","62","0","4026","4875","312","1","16332","...","...","1508","...","6065","...","...","...","211","...","180","0","3782","4579","4","3","10521","10521","2653","1422","1231","9.81","1256","787","469","4.6500000000000004","5.17","109.71","99.31","10.4","2262","8.3699999999999992","792","2.93"
"2001","樹林區","8142","...","...","98","...","777","...","...","...","73","...","16","0","3070","4004","103","1","7628","...","...","224","...","715","...","...","...","78","...","59","0","3103","3446","1","2","4933","4933","1689","867","822","10.89","518","342","176","3.34","7.55","84.27","80.959999999999994","3.31","946","6.1","400","2.58"
"2001","鶯歌區","4610","...","...","39","...","455","...","...","...","55","...","18","0","2253","1744","46","0","4011","...","...","50","...","292","...","...","...","36","...","55","0","2333","1245","-","0","2680","2680","1113","604","509","13.74","393","262","131","4.8499999999999996","8.89","89.98","82.58","7.39","636","7.85","222","2.74"
"2001","三峽區","5682","...","...","84","...","1448","...","...","...","90","...","8","0","1657","2331","64","0","4504","...","...","106","...","840","...","...","...","49","...","30","0","1483","1992","1","3","3699","3699","1251","683","568","14.98","488","316","172","5.84","9.1300000000000008","112.3","98.2","14.1","811","9.7100000000000009","262","3.14"
"2001","淡水區","10053","...","...","223","...","5401","...","...","...","153","...","21","0","2165","1985","104","1","7613","...","...","386","...","3511","...","...","...","98","...","56","0","1772","1782","6","2","4610","4610","1557","796","761","13.22","547","325","222","4.6399999999999997","8.57","124.45","103.74","20.71","1203","10.210000000000001","346","2.94"
"2001","汐止區","12683","...","...","206","...","6438","...","...","...","159","...","25","1","3245","2493","116","0","10753","...","...","402","...","4783","...","...","...","96","...","56","0","3177","2234","1","4","5232","5232","1884","997","887","11.53","634","378","256","3.88","7.65","109.67","97.86","11.82","1439","8.81","514","3.15"
"2001","瑞芳區","2739","...","...","22","...","364","...","...","...","21","...","-","1","1512","779","40","0","3430","...","...","15","...","339","...","...","...","16","...","11","0","2066","983","-","0","896","896","567","287","280","12.12","439","290","149","9.3800000000000008","2.74","77.680000000000007","92.44","-14.77","362","7.74","122","2.61"
"2001","土城區","43649","...","...","166","...","2070","...","...","...","130","...","86","0","3774","6862","210","30351","43920","...","...","564","...","1550","...","...","...","156","...","262","0","4080","6948","9","30351","8096","8096","2725","1406","1319","11.79","724","456","268","3.13","8.66","223.93","225.11","-1.17","1745","7.55","745","3.22"
"2001","蘆洲區","11477","...","...","102","...","3304","...","...","...","136","...","6","0","2803","5018","107","1","9125","...","...","141","...","2019","...","...","...","83","...","61","0","2500","4319","2","0","6957","6957","1925","961","964","11.5","556","362","194","3.32","8.18","110.08","96.04","14.05","1290","7.7","509","3.04"
"2001","五股區","4916","...","...","42","...","941","...","...","...","59","...","8","0","1309","2491","64","2","4690","...","...","89","...","728","...","...","...","63","...","34","0","1162","2613","-","1","1476","1476","914","437","477","13.02","275","174","101","3.92","9.1","91.03","87.81","3.22","577","8.2200000000000006","223","3.18"
"2001","泰山區","3542","...","...","42","...","459","...","...","...","48","...","4","0","1070","1858","61","0","3515","...","...","77","...","383","...","...","...","40","...","23","0","1092","1900","-","-","1284","1284","668","334","334","10.68","217","135","82","3.47","7.21","77.16","76.73","0.43","412","6.59","148","2.37"
"2001","林口區","4103","...","...","87","...","835","...","...","...","58","...","4","0","1894","1183","41","1","3064","...","...","85","...","513","...","...","...","37","...","9","0","1513","907","-","-","1575","1575","632","347","285","12.17","234","151","83","4.51","7.66","109.33","89.33","20.010000000000002","378","7.28","151","2.91"
"2001","深坑區","1600","...","...","19","...","902","...","...","...","19","...","-","0","269","384","7","0","1550","...","...","31","...","674","...","...","...","17","...","5","0","234","588","1","-","341","341","244","122","122","12.1","109","62","47","5.4","6.69","96.22","93.75","2.48","186","9.2200000000000006","54","2.68"
"2001","石碇區","768","...","...","1","...","217","...","...","...","3","...","-","0","73","472","2","0","495","...","...","4","...","123","...","...","...","1","...","-","0","70","297","-","-","27","27","86","46","40","11.52","66","38","28","8.84","2.68","106.49","69.92","36.57","68","9.11","15","2.0099999999999998"
"2001","坪林區","405","...","...","1","...","133","...","...","...","1","...","-","0","55","213","2","0","263","...","...","2","...","47","...","...","...","-","...","-","0","74","136","-","4","14","14","79","55","24","13.18","66","43","23","11.01","2.17","69.91","46.22","23.69","48","8.01","4","0.67"
"2001","三芝區","1398","...","...","11","...","387","...","...","...","11","...","-","0","193","783","13","0","1190","...","...","1","...","294","...","...","...","21","...","1","0","199","674","-","-","426","426","301","157","144","13.18","126","84","42","5.52","7.66","79.88","70.77","9.11","172","7.53","52","2.2799999999999998"
"2001","石門區","814","...","...","2","...","123","...","...","...","24","...","-","0","155","501","9","0","601","...","...","5","...","96","...","...","...","13","...","-","0","121","366","-","-","65","65","157","91","66","14.26","71","47","24","6.45","7.81","79.849999999999994","60.5","19.350000000000001","86","7.81","13","1.18"
"2001","八里區","2554","...","...","27","...","1004","...","...","...","15","...","5","0","532","971","-","0","1799","...","...","0","...","543","...","...","...","14","...","7","0","456","779","-","-","639","639","489","272","217","16.82","139","86","53","4.78","12.04","109.83","83.86","25.97","252","8.67","92","3.16"
"2001","平溪區","836","...","...","2","...","159","...","...","...","1","...","-","0","146","523","5","0","362","...","...","4","...","46","...","...","...","2","...","2","0","77","231","-","-","67","67","73","41","32","12.12","83","56","27","13.78","-1.66","149.88","71.2","78.67","55","9.1300000000000008","5","0.83"
"2001","雙溪區","1039","...","...","2","...","116","...","...","...","8","...","1","0","303","605","4","0","526","...","...","2","...","66","...","...","...","9","...","1","0","140","308","-","-","146","146","129","68","61","12.61","135","86","49","13.2","-0.59","115.84","65.69","50.15","104","10.17","12","1.17"
"2001","貢寮區","973","...","...","5","...","118","...","...","...","9","...","3","0","370","464","4","0","792","...","...","12","...","84","...","...","...","6","...","1","0","295","394","-","-","113","113","183","88","95","13.39","130","86","44","9.51","3.88","79.459999999999994","66.22","13.24","124","9.07","32","2.34"
"2001","金山區","1111","...","...","8","...","205","...","...","...","11","...","2","0","355","523","7","0","961","...","...","19","...","178","...","...","...","8","...","9","0","308","439","-","-","424","424","276","137","139","12.87","108","60","48","5.03","7.83","71.56","64.56","6.99","212","9.8800000000000008","53","2.4700000000000002"
"2001","萬里區","1237","...","...","4","...","167","...","...","...","9","...","-","0","648","388","21","0","1363","...","...","57","...","132","...","...","...","12","...","9","0","733","420","-","-","169","169","219","120","99","11.82","185","118","67","9.99","1.84","75.89","82.69","-6.8","190","10.26","58","3.13"
"2001","烏來區","652","...","...","6","...","90","...","...","...","5","...","-","0","116","432","3","0","229","...","...","5","...","26","...","...","...","-","...","-","0","64","134","-","-","75","75","56","34","22","13","36","24","12","8.36","4.6399999999999997","168.74","70.56","98.18","41","9.52","12","2.79"
"2002","新北市","250530","...","...","4859","...","61497","...","...","...","3239","...","1235","1","68311","108178","3189","21","240849","...","...","8727","...","56026","...","...","...","2896","...","1678","0","63272","108160","40","50","137448","137448","36862","19385","17477","10.17","15349","9656","5693","4.2300000000000004","5.93","107","104.33","2.67","29056","8.01","11023","3.04"
"2002","板橋區","34520","...","...","541","...","6402","...","...","...","417","...","170","0","9285","17330","372","3","34524","...","...","830","...","5887","...","...","...","371","...","186","0","8775","18467","3","5","16750","16750","4980","2612","2368","9.32","2194","1403","791","4.1100000000000003","5.22","96","96","-0.01","4186","7.84","1563","2.93"
"2002","三重區","25257","...","...","339","...","6155","...","...","...","309","...","34","0","6210","11973","234","3","27238","...","...","532","...","6306","...","...","...","310","...","94","0","5816","14170","3","7","13050","13050","3827","2032","1795","9.9600000000000009","1680","1030","650","4.37","5.59","99.72","104.88","-5.16","3103","8.08","1157","3.01"
"2002","中和區","30519","...","...","758","...","6447","...","...","...","396","...","290","0","6528","15407","691","2","30872","...","...","1649","...","5842","...","...","...","347","...","465","0","5893","16667","8","1","11177","11177","3862","2006","1856","9.59","1618","1015","603","4.0199999999999996","5.57","103.58","104.45","-0.88","3421","8.5","1215","3.02"
"2002","永和區","17686","...","...","756","...","4705","...","...","...","265","...","126","0","3572","8031","230","1","17262","...","...","1293","...","4532","...","...","...","212","...","159","0","3204","7853","8","1","8139","8139","1803","950","853","7.84","950","582","368","4.13","3.71","112.27","110.43","1.84","1684","7.32","665","2.89"
"2002","新莊區","20805","...","...","315","...","3614","...","...","...","300","...","101","0","7740","8488","245","2","19688","...","...","539","...","3416","...","...","...","281","...","133","0","7245","8070","2","2","19262","19262","3857","2028","1829","10.19","1224","759","465","3.23","6.96","105.87","102.92","2.95","2780","7.35","1083","2.86"
"2002","新店區","19945","...","...","856","...","8764","...","...","...","322","...","105","0","4271","5321","304","2","18230","...","...","1473","...","7738","...","...","...","276","...","112","0","3729","4894","4","4","11836","11836","2541","1329","1212","9.27","1289","792","497","4.7","4.57","116","109.74","6.26","2281","8.33","902","3.29"
"2002","樹林區","8512","...","...","100","...","824","...","...","...","100","...","48","0","3124","4179","133","1","8060","...","...","226","...","789","...","...","...","85","...","56","0","3145","3794","-","-","5201","5201","1558","811","747","9.92","536","331","205","3.41","6.51","87.32","84.45","2.88","1061","6.76","422","2.69"
